Name,Tc (K),Source,Page
HoFe11Ti,530.0,4 V6,9
HoFe11Ti,520.0,4 V9,358
HoFe2,560.0,3,NA
HoFe2,560.0,3,NA
HoFe2,608.0,1,405
HoFe2,606.0,4 V5,102
HoFe2,612.0,4 V6,368
HoFe2,603.0,2,16
HoFe2,608.0,2,16
HoFe2,586.0,4 V8,68
HoFe2,612.0,4 V6,546
HoFe2,560.0,3,NA
HoFe3,567.0,2,16
HoFe3,567.0,4 V12,472
HoFe3,566.0,3,NA
HoFe3,565.0,4 V6,546
HoFe3,567.0,4 V6,368
HoFe4Al8,137.0,4 V6,37
HoFe5Al7,227.0,4 V6,36
HoFe6Al6,310.0,4 V6,36
HoFe8Co3Ti,810.0,4 V6,9
HoFeAl,92.0,4 V6,101
HoFeO3,47.0,2,16
HoGa,63.0,3,NA
HoGa,63.0,3,NA
HoIr2,12.0,2,16
HoMn2,25.0,3,NA
HoMn2Ge2,37.0,4 V6,141
HoMn2Ge2,4.2,4 V6,141
HoMn4Al8,14.0,4 V6,38
HoMn5,434.0,2,16
HoMn5,425.0,2,16
HoN,18.0,3,NA
HoN,13.0,2,16
HoN,13.3,2,16
HoN,19.0,2,16
HoN,18.0,2,16
HoNi,31.0,2,16
HoNi,37.0,3,NA
HoNi0.45Al1.55,31.0,2,17
HoNi1.09Al0.91,27.0,2,16
HoNi1.84Al0.16,30.0,2,17
HoNi2,22.0,2,16
HoNi2,23.0,2,16
HoNi2,20.0,1,405
HoNi2,25.0,2,14
HoNi2,16.0,3,NA
HoNi2,13.0,4 V12,467
HoNi2,22.0,4 V6,368
HoNi3,66.0,2,16
HoNi5,4.1,3,NA
HoNi5,23.0,3,NA
HoNi5,10.0,4 V6,368
HoNi5,10.0,2,16
HoNi5,25.0,2,14
HoNi5,22.0,2,16
HoNi5,5.0,4 V7,450
HoNiAl,25.0,4 V6,100
HoNiAl,27.0,4 V6,100
HoOs2,7.6,3,NA
HoOs2,9.0,2,17
HoP,5.5,2,17
HoP,5.5,3,NA
HoPd2Ge,3.6,4 V6,118
HoPd2Si,3.5,4 V6,118
HoPt,16.0,3,NA
HoPt2,9.0,2,17
HoPt2,4.2,2,17
HoPt2Si2,3.0,4 V6,153
HoRh2,6.0,2,17
HoRh4B4,6.6,4 V9,172
HoRu2,18.0,3,NA
HoZn,75.0,4 V5,86
HoZn,80.0,2,17
IrMnAl,400.0,4 V4,279
IrMnSb,290.0,4 V4,279
K2CuF4,9.5,2,17
K2IrCl6,3.05,2,17
KMnF3,81.5,2,17
La0.3Gd0.7,185.0,3,NA
La0.3Gd0.7,275.0,3,NA
La0.3Gd0.7,257.0,3,NA
La0.55Ca0.45MnO3,234.0,4 V12,456
La0.55Pb0.45MnO3,350.0,2,17
La0.5Sr0.5CoO3,228.5,2,17
La0.5Sr1.5MnO4,295.0,2,17
La0.62Pb0.38MnO3,340.0,2,17
La0.65Pb0.35MnO3,330.0,2,17
La0.65Pb0.35MnO3,335.0,2,17
La0.67Ca0.33MnO3,257.0,4 V12,456
La0.75Ca0.25MnO3,224.0,4 V12,456
La0.75Ca0.25MnO3,177.0,4 V12,456
La0.75Pb0.25MnO3,315.0,2,17
La0.85Ba0.15MnO3,230.0,2,17
La0.8Ca0.2MnO3,230.0,4 V12,456
La0.94Gd0.06Ru6,10.0,2,17
La0.98Lu1.00Tb1.00,1.5,2,17
La0.98Lu1.15Tb0.85,1.3,2,17
La2Co14B,957.0,4 V6,555
La2Co14B,955.0,4 V4,25
La2Co7,490.0,2,17
La2Co7,490.0,4 V6,555
La2Co7H5,300.0,4 V6,555
La2CoMnO6,245.0,2,17
La2CoMnO6,270.0,2,17
La2CoMnO6,280.0,2,17
La2CoMnO6,260.0,2,17
La2CuMnO6,55.0,2,17
La2Fe14B,516.0,4 V4,20
La2Fe14B,530.0,4 V10,506
La2Fe14B,530.0,4 V6,545
La2Ni7,54.0,4 V6,561
La2Ni7,70.0,3,NA
La2Ni7,70.0,3,NA
La2Ni7,70.0,3,NA
La2NiMnO6,285.0,2,17
La2NiMnO6,300.0,2,17
La2NiMnO6,310.0,2,17
LaCo12B6,160.0,4 V4,33
LaCo13,1323.0,3,NA
LaCo13,1290.0,4 V6,5
LaCo13,1318.0,3,NA
LaCo13,1290.0,2,17
LaCo2P2,125.0,4 V6,152
LaCo4Cu,690.0,2,17
LaCo4Ni,690.0,2,17
LaCo5,845.0,3,NA
LaCo5,870.0,3,NA
LaCo5,840.0,4 V6,555
LaCo5,840.0,4 V4,154
LaCo5,840.0,2,17
LaCo5H3.35,300.0,4 V6,555
LaCo5H4.3,300.0,4 V6,555
LaCrO3,300.0,2,17
LaErO3,7.0,2,17
LaFe10.5Si2.5,262.0,4 V6,5
LaFe10.8Si2.2,245.0,4 V6,5
LaFe10.9Si2.1,234.0,4 V6,5
LaFe11.0Si2.0,230.0,4 V6,5
LaFe11.1Si1.9,219.0,4 V6,5
LaFe11.2Si1.8,211.0,4 V6,5
LaFe11.5Si1.5,198.0,4 V6,5
LaFe4Al8,135.4,4 V6,37
LaFeFe11O19,728.0,2,17
LaMn2Ge2,310.0,4 V6,141
LaMn2Ge2,306.0,4 V6,141
LaMn2Si2,310.0,4 V6,141
LaMn2Si2,303.0,4 V6,141
LaMnO3,166.0,2,17
LaMnSi,295.0,4 V6,102
LaMnSi2,386.0,4 V6,113
Li0.388Ni0.612O,210.0,2,18
Li0.45Fe2.52O4,808.5,2,18
Li0.5CuFe4.5O8,809.0,2,17
Li0.5CuFe4.5O8,818.0,2,17
Li0.5Fe0.5Rh2O4,130.0,2,18
Li0.5Fe1.32Ga1.18O4,301.0,2,17
Li0.5Fe1.5RhO4,580.0,2,18
Li0.5Fe1.7Al0.8O4,650.0,2,17
Li0.5Fe2.07Ga0.43O4,705.0,2,17
Li0.5Fe2.17Al0.33O4,1071.0,2,17
Li0.5Fe2.44Ga0.06O4,850.0,2,17
Li0.5Fe2.5O4,955.0,2,18
Li0.5Fe2.5O4,880.0,2,18
Li0.5Fe2.5O4,908.0,2,18
Li0.5Fe2.5O4,911.0,2,18
Li0.5Fe2.5O4,943.0,4 V8,213
Li0.5Fe2.5O4,923.0,2,18
Li0.5Fe2.5O4,958.0,2,18
Li0.5Fe2.5O4,893.0,3,NA
Li0.5Fe2.5O4,1184.0,2,17
Li0.5Fe2.5O4,943.0,1,423
Li0.6Fe2.3Sb0.1O4,885.0,2,18
Li0.6Fe2.3Sb0.1O4,885.0,2,18
Li0.75Fe2Sb0.25O4,750.0,2,18
LiCo0.5Mn1.5O4,50.0,2,17
LiFe2O3F,903.0,2,18
LiFe5O8,903.0,2,18
LiFe5O8,893.0,2,18
LiMg0.5Mn1.5O4,38.0,2,18
LiNi0.5Mn1.5O4,130.0,2,18
LiNiO2,110.0,3,NA
LiNiO2,248.0,3,NA
LiNiO2,180.0,3,NA
LiNiO2,205.0,3,NA
LiNiO2,140.0,3,NA
LiNiO2,225.0,3,NA
LiNiO2,210.0,3,NA
LiNiO2,200.0,3,NA
LiNiO2,253.0,3,NA
LiNiO2,100.0,3,NA
LiNiO2,225.0,3,NA
LiNiO2,80.0,3,NA
LiNiO2,16.0,3,NA
LiNiO2,197.512,3,NA
LiNiO2,240.0,3,NA
LiNiO2,220.0,3,NA
LiNiO2,82.0,3,NA
LiNiO2,245.0,3,NA
LiNiO2,230.0,3,NA
LiNiO2,82.0,3,NA
LiNiO2,130.0,3,NA
LiTiFeO4,855.0,3,NA
LiTiFeO4,605.0,3,NA
LiTiFeO4,375.0,3,NA
LiTiFeO4,753.0,3,NA
LiTiFeO4,829.0,3,NA
LiTiFeO4,794.0,3,NA
LiTiFeO4,213.0,3,NA
LiZn0.5Mn1.5O4,22.0,2,18
Lu2Co12P7,150.0,4 V6,70
Lu2Co17,1192.0,6,5
Lu2Co17,1210.0,2,18
Lu2Co17,1192.0,2,18
Lu2Co7,459.0,2,18
Lu2Fe14B,535.0,4 V6,545
Lu2Fe14B,539.0,4 V4,20
Lu2Fe14B,534.0,4 V10,506
Lu2Fe14B,539.0,4 V6,22
Lu2Fe14C,495.0,4 V6,60
Lu2Fe14C,495.0,4 V10,530
Lu2Fe14C,495.0,4 V6,22
Lu2Fe14C,494.0,4 V4,26
Lu2Fe17,270.0,4 V8,142
Lu2Fe17,235.0,2,18
Lu2Fe17,263.0,2,18
Lu2Fe17,308.0,2,18
Lu2Fe17,255.0,4 V9,319
Lu2Fe17C,490.0,4 V9,322
Lu2Fe17C,490.0,4 V6,48
Lu2Fe17N2.5,675.0,4 V9,319
Lu2Fe17N2.7,678.0,4 V6,48
Lu2Fe17N2.7,678.0,4 V9,319
Lu2Ni17,601.0,2,18
Lu3Co,2.0,2,18
Lu3Co,2.0,6,5
Lu3Fe5O12,549.0,2,18
Lu3Fe5O12,549.0,2,18
Lu4Co3,2.0,2,18
Lu4Co3,2.0,6,5
Lu6Fe23,485.0,2,18
Lu6Mn23,378.0,4 V6,538
LuCO2,2.0,2,18
LuCO3,362.0,2,18
LuCo2,2.0,6,5
LuCo3,362.0,6,5
LuCo4B,396.0,4 V6,51
LuFe10.5Si1.5,528.0,4 V6,11
LuFe10Cr2,450.0,4 V6,11
LuFe10Mo2,260.0,4 V6,11
LuFe10Si2,540.0,4 V6,10
LuFe10V2,483.0,4 V6,10
LuFe11Ti,488.0,4 V9,358
LuFe11Ti,488.0,4 V6,9
LuFe2,581.0,4 V8,68
LuFe2,596.0,4 V9,119
LuFe2,589.0,2,18
LuFe2,580.0,3,NA
LuFe2,610.0,2,18
LuFe2Co2B,482.0,4 V6,51
LuFe3,529.0,2,18
LuFe3CoB,510.0,4 V6,51
LuFe4Al8,197.3,4 V6,37
LuFe4B,573.0,4 V4,31
LuFe4B,573.0,4 V6,51
LuFe5Al7,212.0,4 V6,36
LuFeAl,39.0,4 V6,101
LuFeCo3B,460.0,4 V6,51
Mg0.10Gd0.90,214.0,3,NA
Mg0.46Fe2.54O4,768.0,2,18
Mg0.46Fe2.54O4,861.0,2,18
Mg0.5Mn2.5O4,20.0,2,18
Mg0.8Fe2O3.3F0.7,693.0,2,18
Mg1.2Fe1.7Sb0.1O4,620.0,2,18
Mg1.6Fe1.1Sb0.3O4,370.0,2,18
Mg1.6Fe1.1Sb0.3O4,370.0,2,18
Mg17Eu2,16.0,3,NA
Mg2Pr,9.6,3,NA
Mg3Gd,117.0,3,NA
Mg3Tb,108.0,3,NA
MgCo2,321.0,3,NA
MgDy,46.0,3,NA
MgEr,16.0,3,NA
MgFe2O4,710.0,4 V8,213
MgFe2O4,605.0,4 V8,213
MgFe2O4,713.0,1,423
MgFe2O4,715.0,2,18
MgFe2O4,679.0,2,18
MgFe2O4,612.0,2,18
MgFe2O4,520.0,2,18
MgFe2O4,490.0,2,18
MgFeAlO4,273.0,2,18
MgGa2O4,69.0,3,NA
MgGd,119.0,3,NA
MgGd,116.0,3,NA
MgGd,121.0,3,NA
MgGd,120.0,3,NA
MgHo,25.0,3,NA
MgTb,81.0,3,NA
Mn0.1Fe0.9HoO3,600.0,2,19
Mn0.25NbSe2,25.0,2,19
Mn0.2Zn0.8Fe2O4,228.0,2,20
Mn0.33NbS2,48.0,2,19
Mn0.33NbSe2,22.0,2,19
Mn0.33TaS2,80.0,2,20
Mn0.3Cr0.7Sb,255.0,2,19
Mn0.3Pd0.7,5.47,3,NA
Mn0.3Pd0.7,7.71,3,NA
Mn0.3Pd0.7,2.65,3,NA
Mn0.3Pd0.7,2.65,3,NA
Mn0.3Pd0.7,3.9,3,NA
Mn0.3Pd0.7,7.35,3,NA
Mn0.3Pd0.7,5.47,3,NA
Mn0.49Cr0.51Sb,390.0,2,19
Mn0.58Ga0.42,700.0,4 V4,232
Mn0.58Ga0.42,600.0,4 V4,232
Mn0.5Cr0.5O2,250.0,2,18
Mn0.5Ni0.5,688.0,3,NA
Mn0.5Ni0.5,749.0,3,NA
Mn0.5Ni0.5,300.0,3,NA
Mn0.5Ni0.5,636.0,3,NA
Mn0.62Ga0.38,200.0,4 V4,232
Mn0.63Zn0.37Fe2.05O4,423.0,2,20
Mn0.64Ga0.36,658.0,4 V4,232
Mn0.64Ga0.36,748.0,4 V4,232
Mn0.67Ga0.33,690.0,4 V4,232
Mn0.6Zn0.4Fe2O4,414.0,2,20
Mn0.71Ga0.29,470.0,4 V4,232
Mn0.7Fe0.3HoO3,97.0,2,19
Mn0.8Cr0.2As,200.0,2,18
Mn0.95Fe2.05O4,571.0,2,19
Mn0.9Zn0.1Fe2O4,533.0,2,20
Mn1.11Al0.89,404.0,3,NA
Mn1.11Al0.89,677.0,3,NA
Mn1.1Sb,587.0,3,NA
Mn1.1Sb,570.0,3,NA
Mn1.1Sb,587.0,3,NA
Mn1.1Sb,587.0,3,NA
Mn1.1Sb,588.0,3,NA
Mn1.1Sb,588.0,3,NA
Mn1.1Sb,405.0,3,NA
Mn1.1Sb,560.0,3,NA
Mn1.1Sb,490.0,3,NA
Mn1.1Sb,587.0,3,NA
Mn1.1Sb,578.0,3,NA
Mn1.1Sb,411.0,3,NA
Mn1.20Pt0.80,540.0,2,19
Mn1.5Sn,269.0,2,20
Mn1.75Sn,256.0,3,NA
Mn1.75Sn,269.0,3,NA
Mn1.75Sn,263.0,3,NA
Mn1.75Sn,258.0,3,NA
Mn1.8Sn,256.0,2,20
Mn2.85Ga1.15,770.0,2,19
Mn2.85Ga1.15,470.0,2,19
Mn2.94Ni0.06B4,146.0,2,19
Mn23Ge9,204.0,3,NA
Mn23Ge9,470.0,3,NA
Mn2Co2C,808.0,2,18
Mn2Fe3Si3,160.0,2,19
Mn2FeO4,390.0,4 V8,213
Mn2Ga,690.0,2,19
Mn2Ge0.12Sb0.88,340.0,2,19
Mn2Ge2Cu,612.0,2,19
Mn2Sb,598.0,3,NA
Mn2Sb,550.0,2,19
Mn2Sb,550.0,3,NA
Mn2Sb,550.0,3,NA
Mn2Sn,300.0,2,20
Mn2Sn,263.0,2,20
Mn2TiO4,78.0,2,20
Mn2TiO4,69.0,2,20
Mn2TiO4,62.0,2,20
Mn2TiO4,77.0,2,20
Mn2VAl,730.0,1,394
Mn2VO4,45.0,2,20
Mn2VO4,62.0,2,20
Mn3AlC,272.0,2,18
Mn3As2,273.0,3,NA
Mn3CuN,149.0,2,19
Mn3Ga,470.0,2,19
Mn3GaC,248.0,2,19
Mn3GaC,246.0,2,19
Mn3GaC,251.0,2,19
Mn3GaC0.95,265.0,2,19
Mn3GaCo0.9N0.1,223.0,2,19
Mn3GdC,150.0,2,19
Mn3Ge,28.0,2,19
Mn3Ge2,300.0,2,19
Mn3In,583.0,2,19
Mn3O4,43.0,3,NA
Mn3O4,43.0,3,NA
Mn3O4,46.0,2,19
Mn3O4,45.0,2,19
Mn3O4,43.0,2,19
Mn3O4,42.0,2,19
Mn3O4,30.0,2,19
Mn3O4,42.0,3,NA
Mn4N,745.0,2,19
Mn4N0.697C0.303,848.0,2,19
Mn4N0.75C0.25,850.0,2,19
Mn53Sb47,450.0,2,20
Mn5Ge2,710.0,3,NA
Mn5Ge2,710.0,3,NA
Mn5Ge2,710.0,3,NA
Mn5Ge3,293.0,2,19
Mn5Ge3,296.0,4 V6,271
Mn5Ge3,304.0,3,NA
Mn5Ge3,311.0,2,19
Mn5Ge3,310.0,2,19
Mn5Ge3,304.0,2,19
Mn5Ge3,290.0,2,19
Mn5Ge3,300.0,2,19
Mn5PB2,411.0,4 V6,271
Mn5Si3,60.0,2,20
Mn5Si3C0.22,156.0,2,20
Mn5SiB2,312.0,4 V6,271
Mn5SiC,284.0,2,20
Mn5Sn3,263.0,4 V6,271
Mn9Si2C,220.0,2,20
MnAl,650.0,1,392
MnAlGe,518.0,2,18
MnAlGe,503.2,4 V4,293
MnAs,318.0,1,393
MnAs,317.0,4 V6,197
MnAs,318.6,3,NA
MnAs,318.0,3,NA
MnAs,318.6,3,NA
MnAs,305.0,2,18
MnAs,312.0,2,18
MnAs,313.0,2,18
MnAs,317.0,2,18
MnAs,307.0,2,18
MnAs,313.0,2,18
MnAs,318.0,2,18
MnAs,318.0,4 V12,443
MnAs0.9P0.1,240.0,2,18
MnAu4,360.0,2,18
MnB,578.0,2,18
MnB,572.0,4 V6,187
MnB,578.0,4 V6,187
MnB2,157.0,2,18
MnB2,157.0,2,18
MnB2,143.0,2,18
MnB2,140.0,2,18
MnB2,143.0,3,NA
MnB2,150.0,4 V6,253
MnBi,633.0,1,393
MnBi,633.0,1,375
MnBi,633.0,2,18
MnBi,453.0,2,18
MnBi,623.0,2,18
MnBi,628.0,4 V6,197
MnCo2O4,203.0,2,18
MnCoAs,345.0,4 V6,238
MnCoAs,350.0,4 V6,238
MnCoGe,337.0,4 V6,220
MnCoP,583.0,4 V6,227
MnCoP,570.0,4 V6,227
MnCr2O4,43.0,2,19
MnCr2O4,42.0,2,19
MnCr2O4,47.0,2,19
MnCr2O4,43.0,2,19
MnCr2O4,55.0,2,19
MnCr2S4,66.0,2,19
MnCr2S4,67.0,2,19
MnCr2S4,103.0,2,19
MnFe0.5Cr1.5O4,224.0,2,19
MnFe0.5Cr1.5O4,240.0,2,19
MnFe1.5Cr0.5O4,485.0,2,19
MnFe2O4,575.0,1,423
MnFe2O4,550.0,4 V8,213
MnFe2O4,620.0,4 V8,213
MnFe2O4,552.5,2,19
MnFe2O4,563.0,2,20
MnFe2O4,573.0,2,19
MnFe2O4,638.0,2,19
MnFe2O4,573.0,2,19
MnFe2O4,620.0,2,19
MnFe2O4,555.0,2,19
MnFe4Si3,325.0,2,19
MnFeCrO4,375.0,2,19
MnFeGe,228.0,4 V6,220
MnGaGe,452.6,4 V4,293
MnGe4,340.0,3,NA
MnIn0.2Cr1.8S4,48.0,2,19
MnIn0.3Cr1.7S4,36.0,2,19
MnNi3,759.0,3,NA
MnNi3,750.0,2,19
MnNiSi,622.0,4 V6,220
MnP,290.0,3,NA
MnP,298.0,4 V12,443
MnP,233.0,3,NA
MnP,292.0,3,NA
MnP,291.5,2,19
MnP,291.0,2,19
MnP,291.0,4 V6,197
MnP,291.5,3,NA
MnP,291.0,3,NA
MnP,292.0,3,NA
MnP,298.0,2,19
MnP,293.0,3,NA
MnP,290.5,3,NA
MnPt3,390.0,3,NA
MnPt3,390.0,3,NA
MnPt3,498.0,3,NA
MnPt3,493.0,3,NA
MnRhAs,190.0,4 V6,249
MnRhP,401.0,4 V6,249
MnRuAs,521.0,4 V6,249
MnRuP,269.0,4 V6,249
MnSb,587.0,2,19
MnSb,600.0,2,19
MnSb,565.0,2,19
MnSb,580.0,4 V6,197
MnSb,573.0,1,393
MnSb,556.0,2,19
MnSi,30.0,3,NA
MnSi,38.0,2,20
MnSi,38.0,3,NA
MnSi,30.0,2,20
MnSi,30.0,3,NA
MnSi,30.0,4 V5,361
MnTe,260.0,2,20
MnV2O4,56.0,2,20
MnVO3,70.0,2,20
MnVO3,65.0,2,20
MnZn3,400.0,2,20
MnZn3,250.0,2,20
Mo16N7,175.0,2,20
MoFe2O4,350.0,4 V8,213
MoMn2B4,590.0,2,20
Na0.70MnO2,60.0,2,20
Na0.80Fe2.40O4,663.0,2,20
Na5Fe3F14,100.0,2,20
Na5Fe3F14,80.0,2,20
NbFe2,85.0,3,NA
NbFe2,85.0,3,NA
Nd,29.0,2,20
Nd(Co0.45Fe0.55)9Si2,492.0,4 V6,44
Nd(Co0.56Fe0.44)9Si2,521.0,4 V6,44
Nd(Co0.5Mn0.5)12,5.0,4 V6,12
Nd(Co0.67Fe0.33)9Si2,551.0,4 V6,44
Nd(Co0.6Mn0.4)12,128.0,4 V6,12
Nd(Co0.78Fe0.22)9Si2,556.0,4 V6,44
Nd(Co0.7Mn0.3)12,370.0,4 V6,12
Nd(Co0.89Fe0.11)9Si2,521.0,4 V6,44
Nd0.25Tb0.75,180.0,3,NA
Nd0.2Gd0.8,145.0,3,NA
Nd0.5Sr0.5MnO3,261.0,2,21
Nd0.62Pb0.38MnO3,175.0,2,20
Nd0.85Sr0.15MnO3,130.0,2,21
Nd1.11Fe4B4,10.0,4 V4,31
Nd1.11Fe4B4,16.0,4 V4,31
Nd1.2Dy0.8Fe14C,540.0,4 V6,60
Nd1.2Fe9.8V2.2,570.0,4 V6,10
Nd1.3Cd,105.0,2,20
Nd1.6Dy0.4Fe14C,537.0,4 V6,60
Nd1.8Dy0.2Fe14C,535.0,4 V6,60
Nd1.8Lu0.2Fe14C,530.0,4 V6,60
Nd2Co12P7,140.0,4 V6,70
Nd2Co14B,1006.0,4 V6,555
Nd2Co14B,997.0,4 V4,25
Nd2Co17,1150.0,2,20
Nd2Co17,1166.0,2,20
Nd2Co7,609.0,2,20
Nd2Co7,613.0,4 V8,100
Nd2Co7,613.0,4 V6,555
Nd2Co7B3,330.0,4 V6,54
Nd2Co7H8.5,35.0,4 V6,555
Nd2CrSbO7,8.0,2,20
Nd2Fe10W2,547.0,4 V6,12
Nd2Fe12.5Mn1.5C,401.0,4 V6,60
Nd2Fe12Mn2C,354.0,4 V6,60
Nd2Fe13.5Mn0.5C,491.0,4 V6,60
Nd2Fe13.7Mn0.3C,506.0,4 V6,60
Nd2Fe13MnC,451.0,4 V6,60
Nd2Fe14B,588.0,1,375
Nd2Fe14B,580.0,4 V6,545
Nd2Fe14B,568.0,4 V10,506
Nd2Fe14B,588.0,1,377
Nd2Fe14B,588.0,4 V4,20
Nd2Fe14B,587.0,4 V9,173
Nd2Fe14B,588.0,4 V9,395
Nd2Fe14B,595.0,4 V8,158
Nd2Fe14B,588.0,4 V9,395
Nd2Fe14C,535.0,4 V4,26
Nd2Fe14C,532.0,4 V10,530
Nd2Fe14C,530.0,4 V6,60
Nd2Fe17,327.0,2,20
Nd2Fe17,335.0,4 V6,545
Nd2Fe17,329.0,3,NA
Nd2Fe17,325.0,3,NA
Nd2Fe17,326.0,3,NA
Nd2Fe17,350.0,4 V8,142
Nd2Fe17,330.0,4 V9,317
Nd2Fe17,326.0,4 V7,461
Nd2Fe17C,435.0,4 V9,322
Nd2Fe17C,449.0,4 V9,322
Nd2Fe17C,449.0,4 V6,48
Nd2Fe17C2,658.0,4 V9,317
Nd2Fe17C2.2,739.0,4 V9,317
Nd2Fe17C2.5,662.0,4 V9,317
Nd2Fe17H3.2,510.0,4 V6,545
Nd2Fe17N2.3,732.0,4 V6,48
Nd2Fe17N2.3,732.0,4 V9,317
Nd2Fe17N2.5,740.0,4 V9,317
Nd2Fe23B3,655.0,4 V6,58
Nd2Fe23B3,655.0,4 V4,31
Nd2Fe4.2Co2.8B3,885.0,4 V6,54
Nd2In,112.0,3,NA
Nd2Ni7,87.0,2,20
Nd2RhSi3,15.0,4 V6,156
Nd2RhSi3,15.0,4 V6,89
Nd3Co,27.0,3,NA
Nd3Fe3.75Sc1.25O12,200.0,2,20
Nd3Fe3.7Sc1.3O12,150.0,2,20
Nd3Fe4.1Sc0.9O12,320.0,2,20
Nd3In,114.0,3,NA
Nd3S4,45.6,2,21
Nd3S4,50.0,2,21
Nd5Fe17,503.0,3,NA
Nd5Fe17,503.0,3,NA
Nd5Fe2B6,64.0,4 V4,31
Nd5Ge3,58.4,2,20
Nd5Ge3,45.0,2,20
Nd5Sb3,60.0,3,NA
Nd6Fe11Ga3,397.0,4 V6,68
Nd6Fe23,429.0,2,20
Nd6Mn23,416.0,2,20
Nd6Mn23,438.0,4 V6,538
Nd6Mn23,437.0,2,20
Nd6Mn23,438.0,3,NA
NdAgSi,20.0,4 V6,101
NdAl2,68.0,2,20
NdAl2,65.0,2,20
NdAl2,78.0,4 V9,115
NdAl2,79.0,4 V5,99
NdAl2,76.0,3,NA
NdAl2,76.0,2,20
NdAl2,68.0,3,NA
NdAl2,79.0,3,NA
NdAl2,76.0,3,NA
NdCd,121.0,4 V5,88
NdCd,121.0,4 V10,274
NdCl3,1.745,2,20
NdCo10SiC0.5,950.0,4 V6,44
NdCo12B6,159.0,4 V4,33
NdCo12B6,174.0,4 V6,56
NdCo2,115.0,3,NA
NdCo2,116.0,2,20
NdCo2,95.0,4 V12,331
NdCo2,100.0,2,20
NdCo2,105.0,1,405
NdCo2,98.0,3,NA
NdCo2,100.0,3,NA
NdCo2,100.0,3,NA
NdCo2B2,32.0,4 V6,150
NdCo2B2,28.0,4 V6,150
NdCo2B2,47.0,4 V6,150
NdCo2B2,47.0,4 V4,33
NdCo3,381.0,3,NA
NdCo3,381.0,3,NA
NdCo3,395.0,2,20
NdCo4B,458.0,4 V4,33
NdCo4B,458.0,4 V6,51
NdCo4B4,182.0,4 V4,33
NdCo4B4,182.0,4 V6,68
NdCo5,930.0,4 V8,75
NdCo5,910.0,2,20
NdCo5,913.0,2,20
NdCo5,925.0,2,20
NdCo5,910.0,3,NA
NdCo5,910.0,4 V6,555
NdCo5,620.0,3,NA
NdCo5,910.0,3,NA
NdCo5,910.0,3,NA
NdCo5,910.0,4 V4,154
NdCo5H0.3,300.0,4 V6,555
NdCo5H2.8,300.0,4 V6,555
NdCo9Si2,454.0,4 V6,44
NdCu4Al8,20.0,4 V6,37
NdCuAl,25.0,4 V6,100
NdFe10.2V1.8,630.0,4 V6,10
NdFe10.5Mo1.5,440.0,4 V6,11
NdFe10.5V1.5,600.0,4 V6,10
NdFe10.8Ti1.2,545.0,4 V6,9
NdFe10Cr2,530.0,4 V6,11
NdFe10Mo1.5,458.0,4 V6,12
NdFe10Mo2,400.0,4 V6,11
NdFe10Si2,574.0,4 V6,10
NdFe10SiC0.5,410.0,4 V6,44
NdFe10Ti2,504.0,4 V6,9
NdFe10V2,570.0,4 V6,10
NdFe10V2N,744.0,4 V9,360
NdFe11Ti,547.0,4 V6,9
NdFe11Ti,547.0,4 V9,357
NdFe11TiN,729.0,4 V9,395
NdFe11TiN,729.0,4 V9,395
NdFe12B6,230.0,4 V4,31
NdFe12B6,230.0,4 V6,56
NdFe2,328.0,3,NA
NdFe2,578.0,3,NA
NdFe4Al8,142.0,4 V6,37
NdFe7,327.0,2,20
NdFe7,332.0,2,20
NdFe7,326.0,2,20
NdFe9.5Mo2.5,350.0,4 V6,11
NdFe9.8V2.2,580.0,4 V6,10
NdGa,44.0,3,NA
NdGa,44.0,3,NA
NdGe,25.0,3,NA
NdGe,28.0,2,20
NdGe2,3.6,2,20
NdGe2,3.6,3,NA
NdH2,9.5,2,20
NdIr2,11.8,5,13
NdIr2,11.8,2,20
NdIrSi,10.0,4 V6,100
NdMn2Ge2,334.0,4 V6,141
NdMn2Si2,32.0,4 V6,141
NdMn4Al8,7.0,4 V6,38
NdMnSi2,441.0,4 V6,113
NdN,27.6,2,20
NdN,35.0,2,20
NdN,27.0,2,20
NdN,27.0,4 V5,163
NdN,32.0,2,20
NdN,19.0,2,20
NdNi,35.0,2,20
NdNi0.27Al1.73,25.0,2,20
NdNi0.67Si1.33,23.0,4 V6,101
NdNi1.20Al0.80,17.0,2,20
NdNi1.6Al0.4,16.0,2,20
NdNi2,15.0,2,15
NdNi2,20.0,2,20
NdNi2,16.0,2,20
NdNi2,10.0,2,20
NdNi2,17.5,2,16
NdNi2,9.0,3,NA
NdNi2,16.0,1,405
NdNi3,27.0,2,20
NdNi5,7.2,3,NA
NdNi5,7.2,3,NA
NdNi5,9.0,2,20
NdNi5,7.2,3,NA
NdNi5,8.0,4 V7,450
NdNiAl,15.0,4 V6,100
NdNiAl,17.0,4 V6,100
NdOs2,23.0,3,NA
NdOs2,23.0,2,20
NdOs2Si2,2.9,4 V6,127
NdPt,23.0,3,NA
NdPt2,3.0,2,20
NdPt2,6.7,5,13
NdPt2,4.2,2,20
NdPt5,6.0,3,NA
NdRh2,8.1,5,13
NdRh2,8.1,2,21
NdRh2,7.0,2,21
NdRu2,35.0,5,13
NdRu2,28.0,2,21
NdRu2Ge2,7.0,4 V6,128
NdRu2Ge2,10.0,4 V6,128
