Name,Tc (K),Source,Page
Tb0.2Y0.8Fe2,570.0,4 V12,472
Tb0.2Y0.8Fe2,588.0,2,26
Tb0.33Y0.67Fe2,596.0,4 V12,472
Tb0.3Ho0.7Co2,129.0,4 V12,327
Tb0.3Y0.7Co2,67.0,4 V12,326
Tb0.45Y0.55Fe2,610.0,4 V12,472
Tb0.4Y0.6Co2,98.0,4 V12,326
Tb0.4Y0.6Fe2,620.0,2,26
Tb0.5Ho0.5,74.0,3,NA
Tb0.5Y0.5Co2,128.0,4 V12,326
Tb0.6Y0.4Co2,154.0,4 V12,326
Tb0.7Ho0.3Co2,185.0,4 V12,327
Tb0.7Y0.3Co2,176.0,4 V12,326
Tb0.8Y0.2Co2,197.0,4 V12,326
Tb0.8Y0.2Fe2,670.0,4 V12,472
Tb0.9Ho0.1Co2,210.0,4 V12,327
Tb0.9Y0.1Co2,217.0,4 V12,326
Tb0.9Y0.1Fe2,685.0,2,26
Tb1.15Fe4B4,16.0,4 V4,31
Tb1.2Cd,185.0,2,25
Tb2C,266.0,2,25
Tb2Co12P7,150.0,4 V6,70
Tb2Co14B,1036.0,4 V6,555
Tb2Co14B,1033.0,4 V4,25
Tb2Co17,1194.0,2,25
Tb2Co17,1180.0,2,25
Tb2Co7,720.0,4 V8,100
Tb2Co7,693.0,2,25
Tb2Co7,720.0,4 V8,100
Tb2Co7,717.0,2,25
Tb2CrSbO7,15.0,2,25
Tb2Fe14B,629.0,4 V4,20
Tb2Fe14B,620.0,4 V10,506
Tb2Fe14B,620.0,4 V6,545
Tb2Fe14BH4.4,657.0,4 V6,545
Tb2Fe14C,585.0,4 V10,530
Tb2Fe14C,578.0,4 V4,26
Tb2Fe14C,585.0,4 V6,60
Tb2Fe17,410.0,4 V8,142
Tb2Fe17,409.0,2,25
Tb2Fe17,408.0,2,25
Tb2Fe17,404.0,4 V9,318
Tb2Fe17,420.0,3,NA
Tb2Fe17,410.0,4 V7,461
Tb2Fe17,409.0,4 V6,368
Tb2Fe17C,537.0,4 V9,322
Tb2Fe17C,537.0,4 V6,48
Tb2Fe17C1.0,537.0,4 V8,142
Tb2Fe17C1.5,540.0,4 V8,142
Tb2Fe17C2,680.0,4 V9,318
Tb2Fe17N2.3,733.0,4 V9,318
Tb2Fe17N2.3,733.0,4 V6,48
Tb2Fe17N2.5,730.0,4 V9,318
Tb2In,175.0,3,NA
Tb2Ni17,615.0,2,26
Tb2Ni17,178.0,2,26
Tb2Ni7,101.0,2,26
Tb2Pt,98.0,3,NA
Tb3Al2,190.0,2,25
Tb3Co,82.0,4 V8,129
Tb3Co,77.0,3,NA
Tb3Fe5O12,554.2,2,25
Tb3Fe5O12,553.0,2,25
Tb3Fe5O12,568.0,2,25
Tb3Pd2,40.0,3,NA
Tb5.10Pd1.90,30.0,5,15
Tb5.10Pd1.90,30.0,2,26
Tb5Si4,225.0,2,26
Tb6Fe23,547.0,4 V6,368
Tb6Fe23,574.0,2,25
Tb6Mn23,453.0,3,NA
Tb6Mn23,455.0,4 V6,538
Tb6Mn23,455.0,3,NA
Tb6Mn23H23,220.0,4 V6,538
TbAl2,111.0,3,NA
TbAl2,105.0,4 V5,99
TbAl2,111.0,3,NA
TbAl2,105.0,3,NA
TbAl2,121.0,2,25
TbAl2,121.0,3,NA
TbAl2,111.0,2,25
TbAl2,114.0,2,25
TbAuNi4,28.0,4 V6,71
TbB2,150.0,3,NA
TbCd,158.0,4 V5,88
TbCd,160.0,4 V10,274
TbCl3,3.7,3,NA
TbCo12B6,154.0,4 V4,33
TbCo2,238.0,1,405
TbCo2,230.0,3,NA
TbCo2,230.0,3,NA
TbCo2,230.0,4 V6,556
TbCo2,230.0,3,NA
TbCo2,256.0,2,25
TbCo2,256.0,4 V6,368
TbCo2,227.0,4 V12,327
TbCo2,235.0,4 V8,68
TbCo2,237.0,2,25
TbCo2,256.0,2,25
TbCo2,227.0,4 V12,326
TbCo2,245.0,2,25
TbCo2H3.2,50.0,4 V6,556
TbCo3,483.0,4 V8,118
TbCo3,506.0,2,25
TbCo3,506.0,4 V6,368
TbCo3Ga2,205.0,4 V6,54
TbCo4B,455.0,4 V6,51
TbCo5,980.0,4 V6,368
TbCo5,980.0,2,25
TbCo5,987.0,3,NA
TbCo5.1,980.0,4 V8,75
TbCo9Si2,463.0,4 V6,44
TbCoAl,48.0,4 V6,101
TbCr4Al8,12.0,4 V6,37
TbCu,80.0,2,25
TbCu4Al8,22.0,4 V6,37
TbCu6Al6,33.4,4 V6,36
TbCuAl,52.0,4 V6,101
TbCuSi,47.0,4 V6,101
TbF3,3.95,3,NA
TbFe10Cr2,525.0,4 V6,11
TbFe10Mo2,390.0,4 V6,11
TbFe10Si2,585.0,4 V6,10
TbFe10V2,570.0,4 V6,10
TbFe11Ti,554.0,4 V6,9
TbFe11Ti,554.0,4 V9,357
TbFe2,698.0,1,375
TbFe2,695.0,2,25
TbFe2,696.0,2,25
TbFe2,711.0,4 V6,368
TbFe2,711.0,4 V6,546
TbFe2,697.0,4 V8,68
TbFe2,695.0,4 V12,472
TbFe2,697.0,4 V5,102
TbFe2,695.0,3,NA
TbFe2,711.0,2,25
TbFe2,706.0,3,NA
TbFe2,698.0,1,405
TbFe2H3,300.0,4 V6,546
TbFe3,648.0,4 V6,368
TbFe3,648.0,2,25
TbFe3,648.0,4 V6,546
TbFe3,651.0,3,NA
TbFe4Al8,165.3,4 V6,37
TbFe5Al7,248.0,4 V6,36
TbFe6Al6,335.0,4 V6,36
TbFeAl,195.0,4 V6,101
TbGa,155.0,2,25
TbGa,158.0,3,NA
TbGa,158.0,3,NA
TbIr2,45.0,2,25
TbIr2,46.0,2,25
TbMn2Ge2,33.0,4 V6,141
TbMn2Ge2,95.0,4 V6,141
TbMn2Ge2,110.0,4 V6,141
TbMn2Si2,65.0,4 V6,141
TbMn4Al8,21.0,4 V6,38
TbMn5,445.0,2,25
TbMn6Al6,8.0,4 V6,36
TbN,33.7,2,25
TbN,38.0,2,25
TbN,40.0,2,25
TbN,42.0,2,25
TbN,42.0,3,NA
TbNi,50.0,2,25
TbNi0.08Al1.92,118.0,2,26
TbNi0.21Al1.79,84.0,2,26
TbNi0.40Al1.60,59.0,2,26
TbNi1.01Al1.01,47.0,2,26
TbNi1.91Al0.09,56.0,2,26
TbNi1.95Al0.05,53.0,2,26
TbNi2,45.0,2,25
TbNi2,40.0,1,405
TbNi2,37.0,4 V12,467
TbNi2,46.0,2,25
TbNi2,40.0,3,NA
TbNi3,98.0,2,26
TbNi5,27.0,2,26
TbNi5,23.0,3,NA
TbNi5,23.0,4 V9,136
TbNi5,23.0,4 V7,450
TbNi5,23.0,3,NA
TbNiAl,65.0,4 V6,100
TbNiAl,57.0,4 V6,100
TbOs2,33.0,3,NA
TbOs2,34.0,2,26
TbPd2Ge,9.7,4 V6,118
TbPt,56.0,3,NA
TbPt2,17.0,2,26
TbPt2,4.2,2,26
TbPt5,7.0,3,NA
TbRh2,40.0,2,26
TbRh3Si2,37.0,4 V6,89
TbRhSi,55.0,4 V6,103
TbRu2,52.0,3,NA
TbRuB2,49.0,4 V6,113
TbZn,200.0,4 V5,86
TbZn,160.0,2,26
TbZn,206.0,2,26
Th0.113Dy0.887,123.0,3,NA
Th0.1Gd0.9,246.0,3,NA
Th0.950Co5.10,650.0,4 V8,74
Th0.965Co5.07,540.0,4 V8,74
Th2Co17,1035.0,4 V4,410
Th2Fe14B,487.0,4 V8,158
Th2Fe17,295.0,4 V4,410
Th2Fe17C1.2,462.0,4 V9,322
Th6Mn23H30,329.0,4 V6,538
ThCo3Fe2,690.0,2,26
ThCo5,630.0,2,26
ThCo5,550.0,3,NA
ThCo5,430.0,3,NA
ThFe10V2,515.0,4 V6,10
ThFe3,425.0,4 V6,546
ThFe3,425.0,3,NA
ThFe3,450.0,4 V4,392
ThFe3H,386.0,4 V6,546
ThFe4Al8,147.2,4 V6,37
ThFe5,685.0,4 V6,545
Ti0.1Fe0.9,1033.0,3,NA
Ti0.1Fe0.9,1033.0,3,NA
Ti0.1Fe0.9,1033.0,3,NA
Ti0.1Fe0.9,1033.0,3,NA
Ti0.1Fe0.9,1033.0,3,NA
Ti0.1Fe0.9,1033.0,3,NA
Ti0.1Ni0.9,553.0,3,NA
Ti0.5Al0.5Co,130.0,4 V4,239
TiBe1.54Cu0.46,28.0,4 V4,225
TiBe1.5Cu0.5,33.0,4 V4,225
TiBe1.62Cu0.38,22.0,4 V4,225
TiBe1.72Cu0.28,15.0,4 V4,225
TiBe1.79Cu0.21,13.0,4 V4,225
TiBe1.84Cu0.16,7.5,4 V4,225
TiCr2Te4,214.0,2,26
TiFe0.5Co0.5,59.0,4 V4,239
TiFe2,323.0,2,26
TiFe2,424.0,2,26
TiMn1.5H0.97,213.0,4 V6,539
Tl0.5La0.5Fe12O19,703.0,2,26
Tl3Sm,8.6,3,NA
TlCe,21.0,3,NA
TlFeF3,77.0,2,26
TlNiF3,129.0,2,26
TlNiF3,150.0,2,26
TlPr3,11.6,3,NA
TlPr3,11.0,3,NA
Tm,32.0,2,26
Tm,35.0,2,26
Tm,38.0,2,26
Tm,22.0,2,26
Tm,22.0,2,26
Tm0.78Lu0.22,11.0,2,26
Tm2Co12P7,147.0,4 V6,70
Tm2Co17,1182.0,2,26
Tm2Co17,1185.0,2,26
Tm2Co7,640.0,3,NA
Tm2Co7,640.0,4 V8,100
Tm2CrSbO7,6.0,2,26
Tm2Fe14B,549.0,4 V10,506
Tm2Fe14B,540.0,4 V6,545
Tm2Fe14B,540.0,4 V8,158
Tm2Fe14B,540.0,4 V4,20
Tm2Fe14C,500.0,4 V10,530
Tm2Fe14C,500.0,4 V6,60
Tm2Fe14C,497.0,4 V4,26
Tm2Fe17,260.0,3,NA
Tm2Fe17,306.0,4 V8,142
Tm2Fe17,260.0,3,NA
Tm2Fe17,248.0,2,26
Tm2Fe17,260.0,3,NA
Tm2Fe17,271.0,2,26
Tm2Fe17,313.5,2,26
Tm2Fe17,278.0,3,NA
Tm2Fe17,275.0,3,NA
Tm2Fe17,260.0,4 V9,319
Tm2Fe17,260.0,3,NA
Tm2Fe17,306.0,4 V7,461
Tm2Fe17C,498.0,4 V9,322
Tm2Fe17C,498.0,4 V6,48
Tm2Fe17C0.6,460.0,4 V8,142
Tm2Fe17C1.6,550.0,4 V8,142
Tm2Fe17N2.5,690.0,4 V9,319
Tm2Fe17N2.7,690.0,4 V9,319
Tm2Fe17N2.7,690.0,4 V6,48
Tm2Ni17,152.0,2,26
Tm2Ni17,603.0,2,26
Tm3Fe5O12,549.0,2,26
Tm3Fe5O12,549.0,2,26
Tm3Ni,12.0,2,26
Tm6Fe23,475.0,2,26
Tm6Fe23,480.0,4 V6,546
Tm6Fe23H14,550.0,4 V6,546
Tm6Mn23,404.0,4 V6,538
TmAl2,3.6,4 V5,99
TmAl2,6.0,4 V9,115
TmAl2,4.0,2,26
TmAl2,3.9,3,NA
TmAl2,3.4,3,NA
TmAu4,2.0,2,26
TmCd,0.03,4 V10,274
TmCo12B6,144.0,4 V4,33
TmCo2,18.0,2,26
TmCo2,5.0,4 V8,68
TmCo2,20.0,1,405
TmCo3,370.0,3,NA
TmCo3,370.0,4 V6,556
TmCo3,401.0,4 V8,118
TmCo3,370.0,3,NA
TmCo3,370.0,2,26
TmCo5,1020.0,2,26
TmCr4Al8,11.0,4 V6,37
TmCu4Al8,5.0,4 V6,37
TmCu6Al6,3.9,4 V6,36
TmCuAl,13.0,4 V6,101
TmCuSi,9.0,4 V6,101
TmFe10Cr2,465.0,4 V6,11
TmFe10Mo2,290.0,4 V6,11
TmFe10Si2,546.0,4 V6,10
TmFe10V2,496.0,4 V6,10
TmFe11Ti,496.0,4 V6,9
TmFe11Ti,496.0,4 V9,358
TmFe2,565.0,3,NA
TmFe2,613.0,2,26
TmFe2,599.0,1,405
TmFe2,559.0,3,NA
TmFe2,565.0,4 V6,368
TmFe2,560.0,4 V8,68
TmFe2,560.0,4 V5,102
TmFe2,610.0,4 V6,547
TmFe2,610.0,2,26
TmFe2H3.5,305.0,4 V6,547
TmFe3,542.0,4 V6,546
TmFe3,539.0,2,26
TmFe4Al8,186.6,4 V6,37
TmFe4B,610.0,4 V6,51
TmFe4B,610.0,4 V4,31
TmFe6Al6,320.0,4 V6,36
TmFeAl,38.0,4 V6,101
TmIr2,1.0,2,26
TmMn2,12.0,2,26
TmMn4Al8,13.0,4 V6,38
TmMn6Al6,2.0,4 V6,36
TmNi,4.0,2,26
TmNi,7.0,3,NA
TmNi 5,5.0,4 V7,450
TmNi2,12.0,2,26
TmNi2,14.0,2,26
TmNi2,14.0,1,405
TmNi3,43.0,2,26
TmNi5,7.0,2,26
TmNi5,4.5,4 V9,136
TmNiAl,12.0,4 V6,100
TmNiAl,4.2,4 V6,100
TmOs2Si2,1.0,4 V6,127
TmPt,6.0,3,NA
TmPt2Si2,3.0,4 V6,153
TmRu2Si2,1.0,4 V6,126
TmRuB2,4.0,4 V6,113
TmZn,8.12,4 V5,86
U(Fe0.7Co0.3)2,24.0,4 V4,334
U(Fe0.7Mn0.3)2,24.0,4 V4,334
U(Fe0.8Co0.2)2,87.0,4 V4,334
U(Fe0.8Mn0.2)2,89.0,4 V4,334
U(Fe0.9Co0.1)2,129.0,4 V4,334
U(Fe0.9Mn0.1)2,130.0,4 V4,334
U0.54Pt0.46,29.8,2,27
U0.89Te3,12.0,3,NA
U2.85Th0.15P4,141.0,2,27
U2AuSi3,11.6,4 V11,247
U2Co14Ge3,315.0,4 V11,244
U2Co15.7Ge1.3,735.0,4 V11,244
U2Co15Ge2,650.0,4 V11,244
U2Co15Si2,590.0,4 V11,244
U2CoSi3,10.0,4 V11,246
U2CuSi3,30.0,4 V11,246
U2Fe12.5Si4.5,430.0,4 V11,244
U2Fe13.7Si3.3,525.0,4 V11,244
U2Fe15Ge2,505.0,4 V11,244
U2Fe15Ge2,540.0,4 V11,244
U2IrGa3,72.0,4 V11,247
U2IrSi3,11.0,4 V11,247
U2N3,235.0,2,26
U2N3,186.0,2,26
U2Nb3Ge4,130.0,4 V11,245
U2NiSi3,25.0,4 V11,246
U2NiSi3,30.0,4 V11,246
U2PdSi3,15.5,4 V11,247
U2PtSi3,8.0,4 V11,247
U2RhGa3,60.0,4 V11,247
U2RhSi3,19.5,4 V11,247
U2RuGa3,73.0,4 V11,247
U2Se3,180.0,2,27
U2Ta3Ge4,105.0,4 V11,245
U2Te3,122.0,2,27
U2V3Ge4,60.0,4 V11,246
U3As4,196.0,3,NA
U3As4,196.0,3,NA
U3As4,198.0,2,26
U3As4,205.0,2,26
U3As4,197.0,2,26
U3As4,200.0,3,NA
U3As4,200.0,3,NA
U3As4,196.0,3,NA
U3Bi4,108.0,2,26
U3Co3Sb4,10.0,4 V11,198
U3Co4Ge7,21.5,4 V11,246
U3Cu3Sb4,91.0,4 V11,198
U3Cu3Sb4,88.0,4 V11,198
U3Cu4Ge4,71.0,4 V11,244
U3Fe1Sb4,120.0,4 V11,198
U3Ga5,23.0,3,NA
U3Ge4,91.0,4 V4,334
U3Ge4,94.0,2,26
U3Ir4Ge13,15.0,4 V11,244
U3Ni3.34P6,139.0,4 V11,248
U3P4,138.0,3,NA
U3P4,140.0,3,NA
U3P4,138.0,2,27
U3P4,136.5,2,27
U3P4,138.3,2,27
U3P4,140.0,3,NA
U3P4,138.0,3,NA
U3P4,165.0,2,27
U3P4,138.0,3,NA
U3P4,144.0,2,27
U3Rh3Sb4,105.0,4 V11,198
U3Sb4,149.0,2,27
U3Sb4,148.0,2,27
U3Se4,160.0,2,27
U3Sn2,60.0,3,NA
U3Te4,70.0,3,NA
U3Te4,105.0,2,27
U4Ru7Ge6,6.8,4 V11,245
U6CoH18,185.0,4 V6,556
UBe13,0.9,4 V9,5
UCo10Si2,510.0,4 V11,207
UCo5,360.0,3,NA
UCo5,360.0,3,NA
UCo5.3,365.0,4 V8,74
UCo5Fe5Si2,750.0,4 V11,207
UCoAs2,144.0,4 V11,223
UCoGa,47.0,4 V4,418
UCoH2.7,63.0,4 V6,556
UCoSn,80.0,4 V4,418
UCu2As2,140.0,4 V11,174
UCu2P2,216.0,4 V11,174
UCu2Si2,103.0,4 V4,448
UCu2Si2,103.0,4 V11,129
UCuAs2,133.0,4 V11,223
UCuP2,75.0,4 V11,223
UCuSb2,102.0,4 V11,223
UFe10Mo2,198.0,4 V11,207
UFe10Mo2,256.0,4 V6,11
UFe10Re2,340.0,4 V11,207
UFe10Si2,550.0,4 V6,11
UFe10Si2,650.0,4 V11,207
UFe10Si2,700.0,4 V6,10
UFe10Si2,635.0,4 V6,22
UFe2,165.5,3,NA
UFe2,172.0,2,26
UFe2,165.0,3,NA
UFe2,170.0,3,NA
UFe2,160.0,4 V4,334
UFe2,165.0,3,NA
UFe2,160.0,3,NA
UFe2,159.0,3,NA
UFe2,190.0,3,NA
UFe2,165.5,3,NA
UFe2,170.0,3,NA
UFe2,162.0,4 V4,350
UFe2,158.0,1,405
UFe2,170.0,4 V8,68
UFe4Al8,148.0,4 V11,206
UFe4Al8,160.0,4 V6,37
UFe4P12,3.2,4 V4,335
UFe4P12,3.2,4 V11,248
UFe5Al7,268.0,4 V11,206
UFe5Al7,261.0,4 V11,206
UFe5Al7,268.0,4 V6,37
UFe6Al6,355.0,4 V11,206
UFe6Al6,334.0,4 V11,206
UFe6Al6,355.0,4 V6,36
UFe6Ga6,515.0,4 V11,206
UFeO4,47.0,2,26
UFeO4,42.0,2,26
UGa,23.0,4 V4,341
UGa2,128.0,3,NA
UGa2,125.0,4 V4,334
UGa2,126.0,2,26
UGa2,120.0,4 V4,334
UGa2,125.0,4 V4,374
UGe,94.0,3,NA
UGe,94.0,3,NA
UGe,94.0,3,NA
UGe,94.0,3,NA
UGe2,52.0,4 V4,374
UGe2,52.0,3,NA
UGe2,52.0,4 V4,334
UGe2,52.0,2,26
UGe2,52.0,3,NA
UGe2,52.0,3,NA
UGe2,52.0,3,NA
UH3,171.0,3,NA
UH3,170.7,3,NA
UH3,168.0,3,NA
UH3,185.0,2,26
UH3,174.0,2,26
UIr,46.0,4 V4,341
UIrAl,64.0,4 V4,418
UIrGa,60.0,4 V4,418
UIrSn,25.0,4 V4,418
UIrSn,33.0,4 V4,418
UMn2Ge2,390.0,4 V4,448
UMn2Ge2,390.0,4 V11,159
UMn2Si2,375.0,4 V11,129
UMn2Si2,375.0,4 V4,448
UMn3Al9,30.0,4 V11,206
UNi2,23.5,3,NA
UNi2,21.0,3,NA
UNi2,27.0,4 V4,334
UNi2,21.0,4 V4,334
UNi2,24.0,4 V4,350
UNiGa,36.0,4 V4,418
UNiSi,87.0,4 V11,79
UNiSi2,100.0,4 V11,223
UNiSi2,95.0,4 V11,223
UP,125.0,2,26
UP0.50S0.50,150.0,2,27
UP0.67S0.33,118.0,2,27
UP0.72S0.28,109.0,2,27
UP0.75S0.25,100.0,2,27
UPd2Al3,2.0,4 V9,5
UPdGe,30.0,4 V4,433
UPdGe,50.0,4 V11,82
UPdSb,65.0,4 V4,435
UPdSb,65.0,4 V11,110
UPt,27.0,4 V4,341
UPt,19.0,4 V4,341
UPt,27.0,4 V4,334
UPt3,0.5,4 V9,5
UPtAl,40.0,4 V4,418
UPtGa,68.0,4 V4,418
UPtIn,30.0,4 V4,418
UPtSi2,85.0,4 V11,223
UPtSi2,86.0,4 V11,223
UPtSn,19.0,4 V4,418
URh,57.0,3,NA
URh,57.0,3,NA
URh2B2C,185.0,4 V11,247
URhAl,27.0,4 V4,418
URhGa,41.0,4 V4,418
URhGe,9.0,4 V11,82
URhGe,9.0,4 V4,433
URhSi,9.5,4 V4,433
URhSi,9.5,4 V11,79
URhSn,30.0,4 V4,418
URhSn,25.0,4 V4,418
URu2Si2,1.5,4 V9,5
URuSn,35.0,4 V4,418
URuSn,58.0,4 V4,418
URuSn,53.0,4 V4,418
US,180.1,2,27
US,185.0,2,27
US,180.0,2,27
US,174.0,3,NA
US,179.8,3,NA
US,180.0,2,27
US,180.0,2,27
US,180.0,2,27
US,178.0,2,27
US,178.0,2,27
US,174.0,3,NA
US,179.8,3,NA
US,177.0,1,376
US,180.0,3,NA
US,180.0,3,NA
US,178.0,3,NA
US,177.0,3,NA
US,177.0,3,NA
US,177.0,4 V5,210
USe,160.0,4 V5,210
USe,160.0,3,NA
USe,175.0,1,433
USe,185.0,2,27
USe,210.0,2,27
USe,160.5,2,27
USe,160.0,2,27
USe,180.0,2,27
USe,171.0,2,27
USe2,13.1,2,27
USi,120.0,4 V4,341
UTe,102.0,4 V5,210
UTe,102.0,3,NA
UTe,103.0,2,27
UTe,102.0,3,NA
UTe,123.0,2,27
UTe,102.0,3,NA
UTe,104.0,1,433
UTe,110.0,3,NA
UTe,104.0,4 V9,176
UTe,110.0,3,NA
UTe,112.0,3,NA
UTe,181.0,3,NA
VBO3,32.5,2,27
VFe,4.2,3,NA
VFe,281.0,3,NA
VFe,16.8,3,NA
VOSO4,4.0,2,27
VOSO4,4.2,2,27
VPt3,206.0,3,NA
VPt3,240.0,3,NA
WMn2B4,560.0,2,27
Y(Fe0.5Co0.5)11Ti,945.0,4 V6,9
Y(Fe0.8Co0.2)11Ti,736.0,4 V6,9
Y(Fe0.8Ni0.2)11Ti,568.0,4 V6,9
Y(Fe0.9Ni0.1)11Ti,478.0,4 V6,9
Y(Mn0.5Fe0.5)2,180.0,2,28
Y0.5Gd0.5,213.0,3,NA
Y0.5Gd0.5,228.0,3,NA
Y0.5Gd0.5,259.0,3,NA
Y0.5Gd0.5,214.8,3,NA
Y0.5Gd0.5,218.8,3,NA
Y0.5Gd0.5,211.7,3,NA
Y0.5Gd0.5,211.0,3,NA
Y0.5Gd0.5,214.8,3,NA
Y0.5Gd0.5,208.4,3,NA
Y0.5Gd0.5,210.3,3,NA
Y0.5Gd0.5,210.3,3,NA
Y0.5Gd0.5,211.7,3,NA
Y0.5Gd0.5,208.4,3,NA
Y0.5Gd0.5,221.5,3,NA
Y0.5Gd0.5,218.0,3,NA
Y0.5Gd0.5,211.0,3,NA
Y0.5Gd1.6Se2.9,47.0,2,28
Y0.6Tb2.4Co,72.0,4 V8,129
Y0.8Ce1.2Fe17,290.0,4 V12,472
Y0.9Tb2.1Co,61.0,4 V8,129
Y1.1Fe10Mo2,360.0,4 V6,12
Y1.2Ce0.8Fe17,300.0,4 V12,472
Y2(Fe0.7Co0.3)14B,820.0,4 V8,158
Y2(Fe0.8Co0.2)14B,745.0,4 V8,158
Y2(Fe0.9Co0.1)14B,683.0,4 V8,158
Y2.42Bi0.58Fe5O12,577.0,2,27
Y2.5La0.5Fe5O12,555.0,2,28
Y2.5La0.5Fe5O12,558.0,2,28
Y2.75Bi0.25Fe4AlO12,430.0,2,27
Y2BiFe5O12,591.0,2,27
Y2CaFe4V0.5In0.5O12,415.0,2,27
Y2Co14B,1016.0,4 V6,555
Y2Co14B,1015.0,4 V7,338
Y2Co14B,1010.0,4 V4,25
Y2Co17,1167.0,2,28
Y2Co17,1213.0,2,28
Y2Co17,1167.0,1,404
Y2Co17,1186.0,4 V4,253
Y2Co17,1186.0,4 V7,338
Y2Co17,1167.0,1,375
Y2Co17,1167.0,6,5
Y2Co7,639.0,4 V7,338
Y2Co7,639.0,2,28
Y2Co7,639.0,4 V8,100
Y2Co7,639.0,4 V6,555
Y2Co7,615.0,3,NA
Y2Co7,615.0,3,NA
Y2Co7,639.0,4 V4,253
Y2Co7H3,540.0,4 V6,555
Y2Co7H6,470.0,4 V6,555
Y2CrSbO7,15.0,2,28
Y2Fe14B,571.0,4 V10,506
Y2Fe14B,558.0,4 V7,338
Y2Fe14B,572.0,4 V8,158
Y2Fe14B,571.0,4 V4,20
Y2Fe14B,571.0,4 V9,173
Y2Fe14B,558.0,4 V6,545
Y2Fe14BH3.6,615.0,4 V6,545
Y2Fe17,300.0,4 V9,319
Y2Fe17,310.0,3,NA
Y2Fe17,324.0,4 V7,382
Y2Fe17,325.0,4 V9,319
Y2Fe17,324.0,4 V4,253
Y2Fe17,332.0,2,28
Y2Fe17,327.0,1,404
Y2Fe17,320.0,3,NA
Y2Fe17,36.0,3,NA
Y2Fe17,327.0,4 V8,142
Y2Fe17,337.0,3,NA
Y2Fe17,327.0,4 V7,461
Y2Fe17,36.0,3,NA
Y2Fe17,358.0,4 V7,338
Y2Fe17,320.0,4 V12,472
Y2Fe17,327.0,1,409
Y2Fe17,302.5,2,28
Y2Fe17,301.0,2,28
Y2Fe17,324.0,3,NA
Y2Fe17,333.0,3,NA
Y2Fe17,324.0,3,NA
Y2Fe17,36.0,3,NA
Y2Fe17C,502.0,4 V6,48
Y2Fe17C,502.0,4 V9,322
Y2Fe17C0.25,365.0,4 V6,48
Y2Fe17C0.5,427.0,4 V6,48
Y2Fe17C0.6,470.0,4 V8,142
Y2Fe17C0.75,461.0,4 V6,48
Y2Fe17C1.0,502.0,4 V8,142
Y2Fe17C1.1,519.0,4 V6,48
Y2Fe17C1.5,550.0,4 V8,142
Y2Fe17C2,673.0,4 V9,320
Y2Fe17C2,668.0,4 V9,320
Y2Fe17C2.2,660.0,4 V6,48
Y2Fe17C2.5,678.0,4 V9,320
Y2Fe17C2.8,722.0,4 V9,320
Y2Fe17C3,660.0,1,409
Y2Fe17CH2.2,566.0,4 V6,48
Y2Fe17CN1.4,701.0,4 V6,48
Y2Fe17N2.6,694.0,4 V6,48
Y2Fe17N2.6,694.0,4 V9,320
Y2Fe17N2.7,690.0,4 V9,320
Y2Fe17N3,694.0,1,409
Y2Fe17N3.1,701.0,4 V9,320
Y2Ni13Cu4,180.0,2,29
Y2Ni14.5Cu2.5,465.0,2,29
Y2Ni15Cu2,470.0,2,29
Y2Ni17,600.0,3,NA
Y2Ni17,600.0,2,29
Y2Ni17,160.0,4 V4,253
Y2Ni17,160.0,2,29
Y2Ni17,170.0,3,NA
Y2Ni17,621.0,2,29
Y2Ni7,56.0,3,NA
Y2Ni7,57.0,3,NA
Y2Ni7,59.0,3,NA
Y2Ni7,59.0,3,NA
Y2Ni7,58.0,2,28
Y2Ni7,56.0,3,NA
Y2Ni7,57.0,4 V6,561
Y2Ni7,58.0,4 V4,253
Y2Ni7,57.0,3,NA
Y2PrFe5O12,553.0,2,29
Y3AlFe4O12,430.0,2,27
Y3Co,2.0,6,5
Y3Co,2.0,2,28
Y3Fe4.3In0.7O12,377.0,2,28
Y3Fe4.4In0.6O12,397.0,2,27
Y3Fe4.5In0.5O12,422.0,2,27
Y3Fe4.6In0.4O12,444.0,2,27
Y3Fe5O12,560.0,1,376
Y3Fe5O12,560.0,1,377
Y3Fe5O12,550.0,2,28
Y3Fe5O12,546.0,2,28
Y3Fe5O12,551.0,2,28
Y3Fe5O12,521.0,2,27
Y3Fe5O12,553.0,2,28
Y3Fe5O12,545.0,2,28
Y3Fe5O12,570.0,2,28
Y3Fe5O12,562.7,2,28
Y3Fe5O12,545.5,2,28
Y3Fe5O12,549.0,2,28
Y3Fe5O12,547.9,2,28
Y3Fe5O12,552.0,2,28
Y3Fe5O12,559.0,2,28
Y3Fe5O12,551.3,2,28
Y3Fe5O12,560.0,2,28
Y3Fe5O12,560.0,2,28
Y3Ga1.84Fe3.16O12,226.9,2,28
Y3GaFe4O12,458.0,2,28
Y3GaFe4O12,450.0,2,28
Y3In0.14Fe4.86O12,525.0,2,28
Y3In0.50Fe4.50O12,475.0,2,28
Y3Sc0.9Fe1.1Fe3O12,320.0,2,29
Y4Co3,2.0,2,28
Y4Co3,13.0,2,28
Y4Co3,2.0,6,5
Y6(Mn0.1Fe0.9)23,380.0,2,28
Y6Co4.5,6.0,3,NA
Y6Co4.5,6.0,3,NA
Y6Co4.5,7.0,3,NA
Y6Co4.5,6.0,3,NA
Y6Fe23,483.0,4 V7,382
